,RTYPE,STYPE,SPED,SIZE,CHARTER,VALID_NUM,API05B,ST_RANK,SIM_RANK,AA_NUM,AA_SIG,AI_NUM,AI_SIG,AS_NUM,AS_SIG,FI_NUM,FI_SIG,HI_NUM,HI_SIG,PI_NUM,PI_SIG,WH_NUM,WH_SIG,SD_NUM,SD_SIG,EL_NUM,EL_SIG,DI_NUM,DI_SIG,PCT_AA,PCT_AI,PCT_AS,PCT_FI,PCT_HI,PCT_PI,PCT_WH,MEALS,P_FDAY,P_GATE,P_MIGED,P_EL,P_RFEP,P_DI,YR_RND,SMOB,CBMOB,DMOB,ACS_K3,ACS_46,ACS_CORE,PCT_RESP,NOT_HSG,HSG,SOME_COL,COL_GRAD,GRAD_SCH,AVG_ED,FULL,EMER,PEN_2,PEN_35,PEN_6,PEN_78,PEN_911,ENROLL,PARENT_OPT,TESTED,SCI,VCST_E28,PCST_E28,VCST_E911,PCST_E911,CW_CSTE,VCST_M28,PCST_M28,VCST_M911,PCST_M911,CW_CSTM,VCST_S28,PCST_S28,VCST_S911,PCST_S911,CW_CSTS,VCST_H28,PCST_H28,VCST_H911,PCST_H911,CW_CSTH,VNRT_R28,PNRT_R28,CW_NRTR,VNRT_L28,PNRT_L28,CW_NRTL,VNRT_S28,PNRT_S28,CW_NRTS,VNRT_M28,PNRT_M28,CW_NRTM,VCHS_E911,PCHS_E911,CW_CHSE,VCHS_M911,PCHS_M911,CW_CHSM,TOT_28,TOT_911
5030,S,E,NA,NA,NA,356,859,9,2,8,No,1,No,10,No,2,No,36,No,0,No,297,Yes,41,No,22,No,44,No,2,0,3,1,10,0,83,10,0,11,0,6,0,12,No,4,95,95,20,28,NA,91,3,4,19,38,36,4.01,100,0,22,78,0,0,0,375,0,374,185.14056,356,170.88,0,0,53.1,356,113.92,0,0,35.4,103,20.6,0,0,6.4,0,0,0,0,0,81,4.86,1.5,81,2.43,0.8,81,2.43,0.8,81,6.48,2,0,0,0,0,0,0,321.6,0
6333,S,H,A,S,NA,40,528,B,B,6,No,0,No,2,No,1,No,13,No,0,No,17,No,14,No,0,No,4,No,19,0,8,2,22,0,43,29,0,0,0,0,0,9,No,55,45,76,NA,NA,31,76,13,36,27,22,1,2.65,100,0,0,0,0,0,100,88,0,88,NA,0,0,40,12,25.7,0,0,40,8,17.2,0,0,40,6,12.9,0,0,25,5.625,12.1,0,0,0,0,0,0,0,0,0,0,0,0,25,7.5,16.1,25,7.5,16.1,0,46.625
1064,S,E,NA,NA,NA,635,656,2,6,60,No,6,No,103,Yes,4,No,446,Yes,0,No,16,No,635,Yes,328,Yes,46,No,10,1,16,1,70,0,3,100,40,6,18,47,6,7,Yes,12,88,90,20,31,NA,93,45,35,14,4,2,1.84,98,2,20,60,20,0,0,722,1,721,156.37588,635,304.8,0,0,54.9,634,202.88,0,0,36.5,120,24,0,0,4.3,0,0,0,0,0,118,7.08,1.3,118,3.54,0.6,118,3.54,0.6,118,9.44,1.7,0,0,0,0,0,0,555.28,0
10229,S,E,NA,NA,NA,227,834,8,6,9,No,0,No,20,No,6,No,43,No,0,No,149,Yes,51,Yes,19,No,13,No,5,0,9,3,21,0,63,21,45,3,0,7,2,5,No,5,95,97,19,31,NA,83,7,24,36,24,10,3.05,100,0,29,56,15,0,0,238,0,238,178.80531,227,108.96,0,0,54.7,227,72.64,0,0,36.5,47,9.4,0,0,4.7,0,0,0,0,0,41,2.46,1.2,41,1.23,0.6,41,1.23,0.6,41,3.28,1.6,0,0,0,0,0,0,199.2,0
5268,S,E,NA,S,NA,61,819,8,NA,1,No,0,No,0,No,0,No,14,No,0,No,46,No,20,No,8,No,6,No,2,0,0,0,24,0,74,27,33,11,0,12,5,9,No,8,92,95,20,21,NA,100,20,18,24,36,2,2.82,100,0,20,62,18,0,0,66,0,66,NA,61,29.28,0,0,53.6,61,19.52,0,0,35.8,19,3.8,0,0,7,0,0,0,0,0,10,0.6,1.1,10,0.3,0.5,10,0.3,0.5,10,0.8,1.5,0,0,0,0,0,0,54.6,0
445,S,E,NA,NA,NA,331,710,4,1,18,No,4,No,37,No,2,No,85,Yes,3,No,182,Yes,210,Yes,92,Yes,34,No,5,1,11,1,25,1,54,63,58,0,6,24,5,11,No,8,92,98,19,27,NA,89,17,29,34,11,9,2.65,100,0,17,67,16,0,0,358,0,358,169.2013,331,158.88,0,0,54.2,331,105.92,0,0,36.1,83,16.6,0,0,5.7,0,0,0,0,0,60,3.6,1.2,60,1.8,0.6,60,1.8,0.6,60,4.8,1.6,0,0,0,0,0,0,293.4,0
3759,S,M,NA,NA,NA,685,832,9,6,32,No,4,No,303,Yes,28,No,138,Yes,20,No,155,Yes,127,Yes,96,No,49,No,5,1,44,4,20,3,23,18,0,14,0,9,12,8,No,2,98,99,NA,28,29,87,3,18,35,30,14,3.33,83,7,0,0,34,66,0,703,0,699,178.66849,685,328.8,0,0,51.6,685,219.2,0,0,34.4,0,0,0,0,0,229,45.8,0,0,7.2,216,12.96,2,216,6.48,1,216,6.48,1,216,17.28,2.7,0,0,0,0,0,0,637,0
6599,S,E,NA,NA,NA,399,796,7,9,52,No,3,No,4,No,7,No,56,No,4,No,252,Yes,185,Yes,8,No,35,No,13,1,1,2,15,1,61,45,37,2,0,2,0,9,No,12,88,89,21,30,NA,95,11,26,36,19,7,2.85,100,0,24,58,18,0,0,454,1,453,169.7287,399,191.52,0,0,55.2,396,126.72,0,0,36.5,72,14.4,0,0,4.1,0,0,0,0,0,73,4.38,1.3,73,2.19,0.6,73,2.19,0.6,73,5.84,1.7,0,0,0,0,0,0,347.24,0
6580,S,E,NA,NA,NA,380,741,5,10,26,No,3,No,1,No,0,No,329,Yes,1,No,15,No,380,Yes,181,Yes,37,No,8,1,0,0,85,0,4,100,47,10,0,42,6,10,No,10,90,97,21,28,NA,90,25,32,23,15,6,2.45,94,0,23,77,0,0,0,420,0,420,161.35254,380,182.4,0,0,53.3,378,120.96,0,0,35.4,103,20.6,0,0,6,0,0,0,0,0,90,5.4,1.6,90,2.7,0.8,90,2.7,0.8,90,7.2,2.1,0,0,0,0,0,0,341.96,0
9061,S,H,NA,S,NA,38,689,5,NA,0,No,2,No,1,No,0,No,0,No,0,No,25,No,16,No,0,No,7,No,0,5,3,0,0,0,66,42,0,0,0,0,0,18,No,0,100,100,NA,NA,10,76,0,14,31,52,3,3.45,100,0,0,0,0,39,61,38,0,38,NA,15,7.2,23,6.9,33.3,15,4.8,23,4.6,22.2,0,0,23,3.45,8.1,10,2,18,4.05,14.3,5,0.3,0.7,5,0.15,0.4,5,0.15,0.4,5,0.4,0.9,14,4.2,9.9,14,4.2,9.9,15,27.4
6963,S,E,NA,NA,NA,338,909,10,7,5,No,2,No,11,No,5,No,36,No,1,No,278,Yes,25,No,13,No,21,No,2,1,3,1,11,0,82,8,48,9,0,3,2,6,No,2,98,99,22,34,NA,88,0,8,20,30,41,4.05,100,0,23,77,0,0,0,345,0,345,185.87134,338,162.24,0,0,53.3,338,108.16,0,0,35.6,84,16.8,0,0,5.5,0,0,0,0,0,85,5.1,1.7,85,2.55,0.8,85,2.55,0.8,85,6.8,2.2,0,0,0,0,0,0,304.2,0
8532,S,H,NA,NA,D,121,549,1,3,0,No,0,No,0,No,1,No,115,Yes,0,No,0,No,119,Yes,104,Yes,0,No,0,0,0,1,95,0,0,94,0,0,0,85,0,0,No,10,90,90,NA,NA,22,96,78,11,6,5,0,1.39,30,60,0,0,0,0,100,136,0,135,149.04702,0,0,121,36.3,29.8,0,0,121,24.2,19.9,0,0,121,18.15,14.9,0,0,70,15.75,12.9,0,0,0,0,0,0,0,0,0,0,0,0,46,13.8,11.3,45,13.5,11.1,0,121.7
5154,S,E,NA,NA,NA,449,874,9,5,3,No,2,No,40,No,3,No,27,No,1,No,373,Yes,20,No,20,No,42,No,1,0,9,1,7,0,82,4,17,8,0,5,0,9,No,4,97,97,22,31,NA,94,0,8,27,34,31,3.86,100,0,17,62,21,0,0,464,0,464,184.68937,449,215.52,0,0,54.8,449,143.68,0,0,36.6,94,18.8,0,0,4.8,0,0,0,0,0,75,4.5,1.1,75,2.25,0.6,75,2.25,0.6,75,6,1.5,0,0,0,0,0,0,393,0
8665,S,E,NA,NA,NA,298,730,5,4,27,No,0,No,20,No,27,No,157,Yes,4,No,61,Yes,178,Yes,159,Yes,13,No,9,0,6,9,53,2,20,56,51,5,0,52,3,4,No,6,94,95,20,30,NA,98,16,30,34,18,3,2.61,100,0,25,75,0,0,0,317,0,317,168.87445,298,143.04,0,0,53.4,298,95.36,0,0,35.6,71,14.2,0,0,5.3,0,0,0,0,0,76,4.56,1.7,76,2.28,0.9,76,2.28,0.9,76,6.08,2.3,0,0,0,0,0,0,267.8,0
1352,S,H,A,T,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,89,0,11,89,0,0,0,67,0,0,No,56,50,88,NA,NA,NA,88,71,14,14,0,0,1.38,100,0,0,0,0,44,56,8,0,8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1867,S,M,NA,NA,NA,724,760,7,4,42,No,14,No,26,No,13,No,98,No,5,No,503,Yes,252,Yes,75,No,55,No,6,2,3,2,14,1,69,36,0,13,0,7,4,8,No,7,94,94,NA,28,30,90,6,25,31,25,13,3.14,94,0,0,0,32,68,0,777,2,774,171.54618,724,347.52,0,0,51.3,723,231.36,0,0,34.1,0,0,0,0,0,234,46.8,0,0,6.9,262,15.72,2.3,262,7.86,1.2,262,7.86,1.2,262,20.96,3.1,0,0,0,0,0,0,678.08,0
6758,S,E,NA,NA,NA,480,623,1,3,29,No,4,No,1,No,1,No,437,Yes,4,No,3,No,475,Yes,273,Yes,56,No,6,1,0,0,91,1,1,98,50,5,0,54,9,11,Yes,10,90,93,19,33,NA,81,50,34,14,2,0,1.68,89,3,25,75,0,0,0,531,0,531,155.77058,480,230.4,0,0,53.1,480,153.6,0,0,35.4,130,26,0,0,6,0,0,0,0,0,120,7.2,1.7,120,3.6,0.8,120,3.6,0.8,120,9.6,2.2,0,0,0,0,0,0,434,0
8620,S,E,NA,S,NA,94,914,10,NA,0,No,0,No,4,No,0,No,6,No,0,No,84,Yes,9,No,5,No,13,No,0,0,5,0,6,0,89,9,56,27,0,1,4,13,No,8,92,92,19,22,NA,86,1,10,33,30,26,3.69,100,0,19,81,0,0,0,102,0,102,NA,94,45.12,0,0,52.7,94,30.08,0,0,35.1,18,3.6,0,0,4.2,0,0,0,0,0,34,2.04,2.4,34,1.02,1.2,34,1.02,1.2,34,2.72,3.2,0,0,0,0,0,0,85.6,0
7677,S,H,NA,NA,NA,1935,946,10,10,62,No,6,No,1246,Yes,111,Yes,112,Yes,6,No,306,Yes,621,Yes,233,No,48,No,3,0,64,6,6,0,16,29,0,48,0,1,38,3,No,0,100,100,NA,NA,28,95,11,20,15,33,21,3.33,100,0,0,0,0,0,100,1940,2,1938,180.22748,0,0,1930,579,29.8,0,0,1935,387,19.9,0,0,1930,289.5,14.9,0,0,1290,290.25,14.9,0,0,0,0,0,0,0,0,0,0,0,0,662,198.6,10.2,663,198.9,10.2,0,1943.25
1243,S,H,NA,NA,NA,501,643,3,10,3,No,0,No,0,No,0,No,460,Yes,0,No,38,No,448,Yes,345,Yes,46,No,1,0,0,0,92,0,7,84,0,6,50,30,44,9,No,3,97,97,NA,40,26,98,74,18,5,2,1,1.38,94,3,0,0,0,0,100,519,0,519,145.97456,0,0,501,150.3,29.1,0,0,501,100.2,19.4,0,0,493,73.95,14.3,0,0,322,72.45,14,0,0,0,0,0,0,0,0,0,0,0,0,199,59.7,11.6,197,59.1,11.5,0,515.7
2147,S,E,NA,NA,NA,344,624,1,1,6,No,0,No,2,No,9,No,314,Yes,0,No,13,No,273,Yes,178,Yes,30,No,2,0,1,2,92,0,4,74,50,3,0,49,2,8,No,8,94,95,19,31,NA,99,44,28,19,6,4,1.98,100,0,23,77,0,0,0,366,0,365,162.25568,344,165.12,0,0,53.1,344,110.08,0,0,35.4,87,17.4,0,0,5.6,0,0,0,0,0,93,5.58,1.8,93,2.79,0.9,93,2.79,0.9,93,7.44,2.4,0,0,0,0,0,0,311.2,0
5027,S,H,A,S,NA,75,555,B,B,1,No,13,No,7,No,0,No,22,No,2,No,30,No,21,No,18,No,15,No,0,12,8,0,28,3,49,12,25,0,0,15,7,17,No,65,35,90,NA,NA,6,59,17,33,17,27,5,2.71,100,0,0,0,0,0,100,224,2,219,NA,0,0,75,22.5,26.7,0,0,75,15,17.8,0,0,75,11.25,13.3,0,0,73,16.425,19.5,0,0,0,0,0,0,0,0,0,0,0,0,32,9.6,11.4,32,9.6,11.4,0,84.375
4501,S,E,NA,S,NA,22,688,3,NA,0,No,0,No,0,No,2,No,7,No,0,No,13,No,17,No,7,No,0,No,0,0,0,8,33,0,58,75,29,0,0,4,25,0,No,8,92,92,17,NA,NA,0,0,0,0,0,0,NA,100,0,25,33,4,38,0,24,0,24,NA,22,10.56,0,0,51.8,22,7.04,0,0,34.5,4,0.8,0,0,3.9,4,0.8,0,0,3.9,6,0.36,1.8,6,0.18,0.9,6,0.18,0.9,6,0.48,2.4,0,0,0,0,0,0,20.4,0
6107,S,E,NA,S,NA,95,694,3,NA,28,No,0,No,6,No,1,No,44,No,0,No,16,No,95,Yes,20,No,7,No,36,0,5,1,42,0,16,100,3,3,0,17,2,8,No,27,73,76,17,18,NA,96,37,30,28,4,2,2.04,100,0,17,48,35,0,0,128,0,126,NA,95,45.6,0,0,57,92,29.44,0,0,36.8,11,2.2,0,0,2.7,0,0,0,0,0,14,0.84,1,14,0.42,0.5,14,0.42,0.5,14,1.12,1.4,0,0,0,0,0,0,80.04,0
9384,S,M,NA,NA,Y,344,819,9,7,10,No,4,No,9,No,1,No,60,Yes,2,No,251,Yes,82,Yes,27,No,21,No,3,1,3,0,17,1,73,21,0,19,3,6,7,6,No,4,96,96,NA,25,30,95,7,16,30,29,19,3.36,94,0,0,0,22,78,0,357,0,357,176.12692,344,165.12,0,0,50.5,339,108.48,0,0,33.2,0,0,0,0,0,122,24.4,0,0,7.5,145,8.7,2.7,145,4.35,1.3,146,4.38,1.3,147,11.76,3.6,0,0,0,0,0,0,327.19,0
7025,S,E,NA,NA,D,571,832,8,4,34,No,3,No,29,No,101,Yes,251,Yes,2,No,151,Yes,58,No,136,Yes,58,No,6,1,5,18,43,1,26,10,20,12,0,18,8,10,No,5,95,97,19,30,NA,57,1,8,15,40,36,4.01,93,7,20,59,21,0,0,601,0,600,180.56811,571,274.08,0,0,54.5,571,182.72,0,0,36.3,116,23.2,0,0,4.6,0,0,0,0,0,114,6.84,1.4,114,3.42,0.7,114,3.42,0.7,114,9.12,1.8,0,0,0,0,0,0,502.8,0
7439,S,E,NA,NA,D,250,682,3,1,231,Yes,0,No,0,No,2,No,15,No,0,No,2,No,134,Yes,5,No,16,No,92,0,0,1,7,0,1,54,45,6,0,3,0,6,No,2,98,99,20,24,NA,93,2,14,43,32,9,3.32,100,11,23,61,17,0,0,255,0,255,167.26559,250,120,0,0,54.5,250,80,0,0,36.3,45,9,0,0,4.1,0,0,0,0,0,56,3.36,1.5,56,1.68,0.8,56,1.68,0.8,56,4.48,2,0,0,0,0,0,0,220.2,0
7445,S,E,NA,NA,NA,342,924,10,3,6,No,1,No,70,Yes,20,No,22,No,1,No,222,Yes,14,No,31,No,26,No,2,0,21,6,6,0,65,4,59,26,0,8,1,8,No,1,99,99,19,33,NA,94,0,1,11,40,47,4.33,100,0,30,70,0,0,0,346,0,346,192.53915,342,164.16,0,0,53.4,342,109.44,0,0,35.6,70,14,0,0,4.6,0,0,0,0,0,99,5.94,1.9,99,2.97,1,99,2.97,1,99,7.92,2.6,0,0,0,0,0,0,307.4,0
6623,D,2,NA,NA,NA,18311,638,B,B,742,Yes,55,No,374,Yes,124,Yes,15406,Yes,70,No,1539,Yes,15352,Yes,10602,Yes,1872,Yes,4,0,2,1,84,0,8,74,13,3,0,50,11,10,NA,11,89,90,21,30,27,96,49,28,15,6,3,1.85,94,1,14,44,14,28,0,20263,4,20231,NA,18296,8782.08,4,1.2,52.6,18263,5844.16,4,0.8,35,2644,528.8,3,0.45,3.2,2420,484,3,0.675,2.9,5268,316.08,1.9,5268,158.04,0.9,5258,157.74,0.9,5255,420.4,2.5,3,0.9,0,3,0.9,0,16691.3,4.925
6788,S,E,A,S,NA,15,400,B,B,7,No,0,No,0,No,0,No,7,No,0,No,1,No,15,No,1,No,4,No,61,0,0,0,32,0,7,100,11,0,0,4,0,21,No,46,54,96,NA,NA,NA,21,33,17,50,0,0,2.17,100,0,0,71,29,0,0,28,0,28,NA,15,7.2,0,0,52.9,15,4.8,0,0,35.3,7,1.4,0,0,10.3,0,0,0,0,0,1,0.06,0.4,1,0.03,0.2,1,0.03,0.2,1,0.08,0.6,0,0,0,0,0,0,13.6,0
8000,S,M,NA,NA,NA,731,770,8,2,18,No,3,No,7,No,2,No,99,No,2,No,597,Yes,170,Yes,33,No,74,No,2,1,1,0,14,0,82,21,0,15,0,3,2,10,No,5,95,96,NA,NA,28,93,4,15,36,30,15,3.35,100,0,0,0,0,100,0,772,4,767,174.85985,729,349.92,0,0,48,730,233.6,0,0,32.1,0,0,0,0,0,376,75.2,0,0,10.3,349,20.94,2.9,349,10.47,1.4,352,10.56,1.4,352,28.16,3.9,0,0,0,0,0,0,728.85,0
3103,S,E,NA,NA,NA,364,649,2,7,110,Yes,0,No,0,No,0,No,254,Yes,0,No,0,No,364,Yes,232,Yes,22,No,31,0,0,0,69,0,0,100,46,4,0,55,8,7,No,12,88,95,18,28,NA,48,57,29,12,2,1,1.6,76,0,23,77,0,0,0,409,0,409,154.61016,364,174.72,0,0,53.2,364,116.48,0,0,35.5,90,18,0,0,5.5,0,0,0,0,0,96,5.76,1.8,96,2.88,0.9,96,2.88,0.9,96,7.68,2.3,0,0,0,0,0,0,328.4,0
2555,S,E,NA,NA,NA,324,925,10,8,7,No,0,No,32,No,3,No,15,No,0,No,261,Yes,4,No,20,No,31,No,2,0,10,1,6,0,80,1,1,10,0,5,1,10,No,3,97,98,16,27,NA,5,12,18,12,41,18,3.35,100,0,25,75,0,0,0,335,5,330,187.16638,324,155.52,0,0,53.3,324,103.68,0,0,35.6,80,16,0,0,5.5,0,0,0,0,0,82,4.92,1.7,82,2.46,0.8,82,2.46,0.8,82,6.56,2.2,0,0,0,0,0,0,291.6,0
1668,S,M,NA,NA,NA,997,747,7,3,84,No,9,No,94,No,16,No,386,Yes,1,No,407,Yes,378,Yes,127,No,42,No,8,1,9,2,41,0,39,37,0,15,0,4,10,4,No,9,90,91,NA,NA,27,82,8,26,23,25,18,3.19,98,0,0,0,0,100,0,1105,3,1097,170.51182,995,477.6,0,0,48,996,318.72,0,0,32,0,0,0,0,0,504,100.8,0,0,10.1,489,29.34,2.9,489,14.67,1.5,490,14.7,1.5,489,39.12,3.9,0,0,0,0,0,0,994.95,0
4883,S,E,NA,NA,NA,381,765,6,2,21,No,1,No,30,No,30,No,142,Yes,6,No,151,Yes,134,Yes,65,Yes,58,Yes,5,0,8,8,37,1,39,35,38,7,0,16,2,15,No,5,95,95,19,27,NA,93,8,17,47,20,8,3.02,100,0,19,60,21,0,0,403,0,403,174.83678,381,182.88,0,0,54.6,381,121.92,0,0,36.4,79,15.8,0,0,4.7,0,0,0,0,0,71,4.26,1.3,71,2.13,0.6,71,2.13,0.6,71,5.68,1.7,0,0,0,0,0,0,334.8,0
1564,D,1,NA,NA,NA,146,643,B,B,1,No,58,Yes,0,No,0,No,19,No,0,No,68,Yes,69,Yes,10,No,1,No,1,41,0,0,13,0,45,46,16,0,0,6,0,1,NA,4,94,94,20,14,11,4,67,17,0,17,0,1.67,100,0,10,25,10,23,33,157,0,157,NA,101,48.48,45,13.5,44.6,101,32.32,45,9,29.7,13,2.6,45,6.75,6.7,18,3.6,27,6.075,7,28,1.68,1.2,28,0.84,0.6,28,0.84,0.6,28,2.24,1.6,18,5.4,3.9,19,5.7,4.1,92.6,46.425
10252,S,E,NA,NA,NA,546,904,10,8,2,No,2,No,39,No,5,No,20,No,3,No,475,Yes,12,No,8,No,41,No,0,0,7,1,4,1,86,2,43,8,0,1,1,7,No,3,97,97,20,35,NA,91,0,7,29,41,23,3.8,97,3,20,66,14,0,0,560,0,560,185.45536,546,262.08,0,0,54.1,544,174.08,0,0,35.9,116,23.2,0,0,4.8,0,0,0,0,0,127,7.62,1.6,127,3.81,0.8,127,3.81,0.8,127,10.16,2.1,0,0,0,0,0,0,484.76,0
966,S,H,E,NA,NA,273,489,C,C,16,No,2,No,10,No,2,No,166,Yes,0,No,77,Yes,220,Yes,32,No,273,Yes,8,1,4,1,59,0,28,78,1,0,1,12,0,100,No,12,88,88,NA,NA,NA,28,26,25,27,13,8,2.51,69,24,9,31,11,23,25,328,3,311,NA,200,96,73,21.9,55.3,197,63.04,73,14.6,36.4,13,2.6,12,1.8,2.1,13,2.6,7,1.575,2,24,1.44,0.7,24,0.72,0.3,25,0.75,0.4,25,2,0.9,7,2.1,1,7,2.1,1,169.15,44.075
2189,S,E,NA,NA,NA,469,708,4,4,108,Yes,0,No,11,No,11,No,269,Yes,5,No,60,No,315,Yes,86,No,56,No,24,0,2,2,57,1,13,66,36,1,0,14,6,13,No,10,90,92,18,32,NA,95,13,34,34,16,4,2.64,94,0,17,59,24,0,0,519,0,519,164.13037,469,225.12,0,0,54.8,469,150.08,0,0,36.5,93,18.6,0,0,4.5,0,0,0,0,0,85,5.1,1.2,85,2.55,0.6,85,2.55,0.6,85,6.8,1.7,0,0,0,0,0,0,410.8,0
5604,S,E,NA,NA,NA,657,825,8,9,38,No,2,No,51,No,17,No,226,Yes,2,No,321,Yes,155,Yes,105,No,52,No,6,0,7,2,35,0,49,24,42,7,0,14,4,8,Yes,8,92,94,20,30,NA,94,10,14,34,29,13,3.21,98,2,22,60,18,0,0,713,2,711,175.80965,656,314.88,0,0,54.4,657,210.24,0,0,36.3,137,27.4,0,0,4.7,0,0,0,0,0,132,7.92,1.4,132,3.96,0.7,132,3.96,0.7,132,10.56,1.8,0,0,0,0,0,0,578.92,0
7002,S,E,NA,NA,D,766,723,4,9,54,No,4,No,6,No,19,No,637,Yes,2,No,44,No,766,Yes,424,Yes,81,No,8,0,1,3,83,0,6,100,21,8,0,51,9,11,No,9,91,93,19,31,NA,60,27,36,21,11,6,2.34,97,3,21,60,20,0,0,841,0,838,159.49987,766,367.68,0,0,54.6,764,244.48,0,0,36.3,171,34.2,0,0,5.1,0,0,0,0,0,137,8.22,1.2,137,4.11,0.6,136,4.08,0.6,135,10.8,1.6,0,0,0,0,0,0,673.57,0
8455,S,E,NA,NA,NA,371,822,8,1,9,No,0,No,175,Yes,32,No,71,Yes,2,No,81,Yes,85,Yes,122,Yes,26,No,2,0,47,8,20,1,22,22,49,18,0,27,8,7,No,2,98,98,20,32,NA,87,4,11,23,38,25,3.68,96,0,24,76,0,0,0,380,0,380,186.6922,371,178.08,0,0,53.3,371,118.72,0,0,35.5,93,18.6,0,0,5.6,0,0,0,0,0,94,5.64,1.7,94,2.82,0.8,94,2.82,0.8,94,7.52,2.3,0,0,0,0,0,0,334.2,0
30,S,H,A,S,NA,21,532,B,B,6,No,0,No,2,No,1,No,3,No,0,No,9,No,8,No,0,No,2,No,34,3,7,3,17,0,34,31,0,0,0,0,0,10,No,28,72,93,NA,NA,20,62,0,28,28,33,11,3.28,100,0,0,0,0,0,100,29,0,29,NA,0,0,21,6.3,25.5,0,0,21,4.2,17,0,0,21,3.15,12.8,0,0,21,4.725,19.1,0,0,0,0,0,0,0,0,0,0,0,0,11,3.3,13.4,10,3,12.2,0,24.675
2155,S,H,NA,NA,D,698,540,1,4,99,No,5,No,12,No,10,No,268,Yes,5,No,261,Yes,60,No,11,No,28,No,14,1,2,2,40,1,32,0,0,0,0,1,1,3,Yes,54,45,47,NA,NA,NA,68,15,30,20,29,6,2.82,32,68,2,6,3,15,74,1690,12,1561,141.89647,199,95.52,489,146.7,29.9,189,60.48,499,99.8,19.8,26,5.2,499,74.85,9.9,46,9.2,312,70.2,9.8,55,3.3,0.4,55,1.65,0.2,55,1.65,0.2,55,4.4,0.5,377,113.1,14,409,122.7,15.2,181.4,627.35
3893,S,M,NA,NA,NA,1311,561,1,3,300,Yes,1,No,1,No,1,No,963,Yes,40,No,1,No,1303,Yes,822,Yes,52,No,24,0,0,0,72,3,0,99,0,3,0,57,8,4,No,8,91,93,NA,34,37,33,41,36,13,8,2,1.96,58,11,0,0,35,65,0,1447,0,1434,147.77584,1308,627.84,0,0,51.7,1307,418.24,0,0,34.4,0,0,0,0,0,426,85.2,0,0,7,419,25.14,2.1,419,12.57,1,421,12.63,1,421,33.68,2.8,0,0,0,0,0,0,1215.3,0
7771,S,E,NA,NA,NA,159,863,9,9,2,No,0,No,141,Yes,5,No,1,No,2,No,3,No,100,Yes,136,Yes,12,No,2,0,88,3,1,1,2,49,48,25,0,87,0,7,No,1,99,99,17,28,NA,96,39,43,11,6,0,1.85,100,0,24,76,0,0,0,161,0,161,179.448,159,76.32,0,0,53.1,159,50.88,0,0,35.4,43,8.6,0,0,6,0,0,0,0,0,39,2.34,1.6,39,1.17,0.8,39,1.17,0.8,39,3.12,2.2,0,0,0,0,0,0,143.6,0
848,S,M,NA,NA,NA,667,898,10,7,14,No,2,No,115,Yes,13,No,23,No,2,No,493,Yes,10,No,11,No,36,No,2,0,17,2,3,0,74,1,0,8,0,1,3,6,No,2,98,98,NA,28,29,96,0,2,7,40,51,4.39,97,0,0,0,32,68,0,682,1,681,186.89005,667,320.16,0,0,51.4,667,213.44,0,0,34.3,0,0,0,0,0,228,45.6,0,0,7.3,219,13.14,2.1,219,6.57,1.1,218,6.54,1,218,17.44,2.8,0,0,0,0,0,0,622.89,0
7602,S,E,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,13,1,0,3,27,3,52,40,58,4,0,0,0,12,No,11,90,91,19,31,NA,96,1,22,58,17,3,2.98,100,0,32,68,0,0,0,199,0,199,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1601,S,M,NA,NA,NA,764,662,3,6,69,No,12,No,7,No,3,No,451,Yes,1,No,220,Yes,469,Yes,180,No,58,No,10,2,1,0,59,0,28,62,0,3,15,11,14,8,No,9,91,95,NA,NA,30,58,22,23,31,16,7,2.63,94,9,0,0,0,100,0,846,0,840,157.98503,763,366.24,0,0,48.1,762,243.84,0,0,32,0,0,0,0,0,377,75.4,0,0,9.9,378,22.68,3,378,11.34,1.5,378,11.34,1.5,378,30.24,4,0,0,0,0,0,0,761.08,0
4878,D,2,NA,NA,NA,3581,774,B,B,170,Yes,24,No,629,Yes,220,Yes,1579,Yes,42,No,898,Yes,1673,Yes,1142,Yes,447,Yes,5,1,17,6,45,2,24,46,40,7,0,31,3,12,NA,7,93,93,20,28,NA,89,12,23,30,24,10,2.97,100,1,20,60,20,0,0,3851,2,3842,NA,3575,1716,0,0,54.6,3573,1143.36,0,0,36.4,737,147.4,0,0,4.7,0,0,0,0,0,683,40.98,1.3,683,20.49,0.7,683,20.49,0.7,683,54.64,1.7,0,0,0,0,0,0,3143.36,0
